#t MKKK MKKK_P MKK MKK_P MKK_PP MAPK MAPK_P MAPK_PP 
##CONCENTRATIONS
32.8 58.9098 41.0902 271.717 17.5819 10.7009 279.999 12.6688 7.33257 
32.9 58.8129 41.1871 271.66 17.6146 10.7252 279.996 12.6755 7.32842 
33 58.7161 41.2839 271.603 17.6474 10.7496 279.994 12.6822 7.32431 
33.1 58.6193 41.3807 271.546 17.6802 10.7742 279.991 12.6889 7.32024 
33.2 58.5224 41.4776 271.488 17.7131 10.7988 279.988 12.6956 7.3162 
33.3 58.4256 41.5744 271.43 17.746 10.8237 279.985 12.7023 7.3122 
33.4 58.3288 41.6712 271.372 17.779 10.8486 279.983 12.7091 7.30824 
33.5 58.232 41.768 271.314 17.812 10.8737 279.98 12.7158 7.30432 
33.6 58.1352 41.8648 271.256 17.8451 10.899 279.977 12.7226 7.30044 
33.7 58.0385 41.9615 271.197 17.8783 10.9243 279.974 12.7294 7.29659 
33.8 57.9417 42.0583 271.139 17.9115 10.9498 279.971 12.7362 7.29279 
33.9 57.8449 42.1551 271.08 17.9448 10.9755 279.968 12.743 7.28902 
34 57.7482 42.2518 271.021 17.9781 11.0013 279.965 12.7498 7.28529 
34.1 57.6514 42.3486 270.961 18.0115 11.0272 279.962 12.7567 7.2816 
34.2 57.5547 42.4453 270.902 18.0449 11.0532 279.959 12.7635 7.27795 
34.3 57.458 42.542 270.842 18.0784 11.0794 279.955 12.7704 7.27434 
34.4 57.3613 42.6387 270.782 18.1119 11.1058 279.952 12.7773 7.27077 
34.5 57.2646 42.7354 270.722 18.1455 11.1322 279.949 12.7842 7.26724 
34.6 57.1679 42.8321 270.662 18.1792 11.1588 279.945 12.7912 7.26374 
34.7 57.0712 42.9288 270.601 18.2129 11.1856 279.942 12.7981 7.26029 
34.8 56.9745 43.0255 270.541 18.2467 11.2125 279.938 12.8051 7.25688 
34.9 56.8779 43.1221 270.48 18.2805 11.2395 279.934 12.812 7.2535 
35 56.7812 43.2188 270.419 18.3144 11.2667 279.931 12.819 7.25017 
35.1 56.6846 43.3154 270.358 18.3483 11.2939 279.927 12.8261 7.24688 
35.2 56.588 43.412 270.296 18.3823 11.3214 279.923 12.8331 7.24363 
35.3 56.4914 43.5086 270.235 18.4164 11.349 279.919 12.8401 7.24041 
35.4 56.3948 43.6052 270.173 18.4505 11.3767 279.916 12.8472 7.23724 
35.5 56.2983 43.7017 270.111 18.4846 11.4045 279.912 12.8543 7.23411 
35.6 56.2017 43.7983 270.049 18.5188 11.4325 279.908 12.8614 7.23102 
35.7 56.1052 43.8948 269.986 18.5531 11.4606 279.903 12.8685 7.22797 
35.8 56.0086 43.9914 269.924 18.5874 11.4889 279.899 12.8757 7.22496 
35.9 55.9121 44.0879 269.861 18.6218 11.5173 279.895 12.8828 7.222 
36 55.8157 44.1843 269.798 18.6562 11.5458 279.891 12.89 7.21907 
36.1 55.7192 44.2808 269.735 18.6907 11.5745 279.887 12.8972 7.21619 
36.2 55.6227 44.3773 269.671 18.7253 11.6033 279.882 12.9045 7.21334 
36.3 55.5263 44.4737 269.608 18.7599 11.6323 279.878 12.9117 7.21054 
36.4 55.4299 44.5701 269.544 18.7945 11.6614 279.873 12.919 7.20778 
36.5 55.3335 44.6665 269.48 18.8292 11.6906 279.869 12.9262 7.20507 
36.6 55.2371 44.7629 269.416 18.864 11.72 279.864 12.9335 7.20239 
36.7 55.1407 44.8593 269.352 18.8988 11.7495 279.859 12.9409 7.19976 
36.8 55.0444 44.9556 269.287 18.9337 11.7792 279.855 12.9482 7.19717 
36.9 54.9481 45.0519 269.222 18.9686 11.8089 279.85 12.9556 7.19462 
37 54.8518 45.1482 269.158 19.0036 11.8389 279.845 12.963 7.19212 
37.1 54.7555 45.2445 269.092 19.0386 11.8689 279.84 12.9704 7.18966 
37.2 54.6592 45.3408 269.027 19.0737 11.8991 279.835 12.9778 7.18724 
37.3 54.563 45.437 268.962 19.1088 11.9295 279.83 12.9852 7.18486 
37.4 54.4668 45.5332 268.896 19.144 11.96 279.825 12.9927 7.18253 
37.5 54.3706 45.6294 268.83 19.1792 11.9906 279.82 13.0002 7.18024 
37.6 54.2744 45.7256 268.764 19.2145 12.0214 279.814 13.0077 7.17799 
37.7 54.1782 45.8218 268.698 19.2499 12.0523 279.809 13.0153 7.17579 
37.8 54.0821 45.9179 268.631 19.2853 12.0833 279.804 13.0228 7.17363 
37.9 53.986 46.014 268.565 19.3207 12.1145 279.798 13.0304 7.17151 
38 53.8899 46.1101 268.498 19.3562 12.1458 279.793 13.038 7.16944 
38.1 53.7939 46.2061 268.431 19.3918 12.1772 279.787 13.0456 7.16741 
38.2 53.6978 46.3022 268.364 19.4274 12.2088 279.781 13.0533 7.16543 
38.3 53.6018 46.3982 268.296 19.4631 12.2406 279.776 13.061 7.16349 
38.4 53.5059 46.4941 268.229 19.4988 12.2725 279.77 13.0687 7.16159 
38.5 53.4099 46.5901 268.161 19.5345 12.3045 279.764 13.0764 7.15974 
38.6 53.314 46.686 268.093 19.5704 12.3366 279.758 13.0842 7.15794 
38.7 53.2181 46.7819 268.025 19.6062 12.3689 279.752 13.0919 7.15618 
38.8 53.1222 46.8778 267.956 19.6422 12.4014 279.746 13.0997 7.15446 
38.9 53.0264 46.9736 267.888 19.6781 12.4339 279.74 13.1075 7.15279 
39 52.9305 47.0695 267.819 19.7142 12.4667 279.733 13.1154 7.15117 
39.1 52.8347 47.1653 267.75 19.7502 12.4995 279.727 13.1233 7.14958 
39.2 52.739 47.261 267.681 19.7864 12.5325 279.721 13.1312 7.14805 
39.3 52.6433 47.3567 267.612 19.8226 12.5656 279.714 13.1391 7.14656 
39.4 52.5476 47.4524 267.542 19.8588 12.5989 279.708 13.147 7.14512 
39.5 52.4519 47.5481 267.473 19.8951 12.6323 279.701 13.155 7.14372 
39.6 52.3562 47.6438 267.403 19.9314 12.6659 279.695 13.163 7.14237 
39.7 52.2606 47.7394 267.333 19.9678 12.6996 279.688 13.171 7.14106 
39.8 52.165 47.835 267.262 20.0042 12.7334 279.681 13.1791 7.1398 
39.9 52.0695 47.9305 267.192 20.0407 12.7674 279.674 13.1872 7.13859 
40 51.974 48.026 267.121 20.0773 12.8015 279.667 13.1953 7.13742 
40.1 51.8785 48.1215 267.05 20.1139 12.8358 279.66 13.2034 7.1363 
40.2 51.7831 48.2169 266.979 20.1505 12.8702 279.653 13.2116 7.13523 
40.3 51.6876 48.3124 266.908 20.1872 12.9047 279.646 13.2197 7.13421 
40.4 51.5923 48.4077 266.837 20.2239 12.9394 279.639 13.2279 7.13323 
40.5 51.4969 48.5031 266.765 20.2607 12.9742 279.632 13.2362 7.13229 
40.6 51.4016 48.5984 266.693 20.2976 13.0092 279.624 13.2445 7.13141 
40.7 51.3063 48.6937 266.621 20.3345 13.0443 279.617 13.2528 7.13057 
40.8 51.2111 48.7889 266.549 20.3714 13.0795 279.609 13.2611 7.12978 
40.9 51.1159 48.8841 266.477 20.4084 13.1149 279.602 13.2694 7.12904 
41 51.0207 48.9793 266.404 20.4455 13.1504 279.594 13.2778 7.12835 
41.1 50.9255 49.0745 266.331 20.4825 13.1861 279.586 13.2862 7.1277 
41.2 50.8304 49.1696 266.258 20.5197 13.2219 279.578 13.2947 7.1271 
41.3 50.7354 49.2646 266.185 20.5569 13.2578 279.57 13.3031 7.12655 
41.4 50.6404 49.3596 266.112 20.5941 13.2939 279.562 13.3116 7.12605 
41.5 50.5454 49.4546 266.038 20.6314 13.3302 279.554 13.3201 7.1256 
41.6 50.4504 49.5496 265.965 20.6687 13.3665 279.546 13.3287 7.1252 
41.7 50.3555 49.6445 265.891 20.7061 13.403 279.538 13.3373 7.12484 
41.8 50.2607 49.7393 265.817 20.7436 13.4397 279.53 13.3459 7.12454 
41.9 50.1658 49.8342 265.742 20.781 13.4765 279.521 13.3545 7.12428 
42 50.071 49.929 265.668 20.8186 13.5134 279.513 13.3632 7.12407 
42.1 49.9763 50.0237 265.593 20.8561 13.5505 279.504 13.3719 7.12391 
42.2 49.8816 50.1184 265.519 20.8938 13.5877 279.496 13.3807 7.1238 
42.3 49.7869 50.2131 265.443 20.9315 13.6251 279.487 13.3894 7.12374 
42.4 49.6923 50.3077 265.368 20.9692 13.6626 279.478 13.3982 7.12373 
42.5 49.5977 50.4023 265.293 21.0069 13.7002 279.469 13.407 7.12377 
42.6 49.5032 50.4968 265.217 21.0448 13.738 279.46 13.4159 7.12386 
42.7 49.4087 50.5913 265.141 21.0826 13.7759 279.451 13.4248 7.124 
42.8 49.3143 50.6857 265.065 21.1205 13.814 279.442 13.4337 7.12419 
42.9 49.2199 50.7801 264.989 21.1585 13.8522 279.433 13.4427 7.12444 
43 49.1255 50.8745 264.913 21.1965 13.8905 279.424 13.4516 7.12473 
43.1 49.0312 50.9688 264.836 21.2346 13.929 279.414 13.4607 7.12507 
43.2 48.9369 51.0631 264.76 21.2727 13.9677 279.405 13.4697 7.12546 
43.3 48.8427 51.1573 264.683 21.3108 14.0064 279.395 13.4788 7.12591 
43.4 48.7485 51.2515 264.606 21.349 14.0453 279.386 13.4879 7.1264 
43.5 48.6544 51.3456 264.528 21.3872 14.0844 279.376 13.4971 7.12695 
43.6 48.5603 51.4397 264.451 21.4255 14.1236 279.366 13.5062 7.12755 
43.7 48.4663 51.5337 264.373 21.4639 14.1629 279.356 13.5154 7.1282 
43.8 48.3723 51.6277 264.295 21.5023 14.2024 279.346 13.5247 7.1289 
43.9 48.2784 51.7216 264.217 21.5407 14.2421 279.336 13.534 7.12965 
44 48.1845 51.8155 264.139 21.5791 14.2818 279.326 13.5433 7.13046 
44.1 48.0907 51.9093 264.061 21.6177 14.3217 279.316 13.5526 7.13131 
44.2 47.9969 52.0031 263.982 21.6562 14.3618 279.306 13.562 7.13222 
44.3 47.9032 52.0968 263.903 21.6948 14.402 279.295 13.5714 7.13318 
44.4 47.8095 52.1905 263.824 21.7335 14.4423 279.285 13.5809 7.1342 
44.5 47.7159 52.2841 263.745 21.7722 14.4828 279.274 13.5904 7.13527 
44.6 47.6223 52.3777 263.666 21.8109 14.5234 279.264 13.5999 7.13639 
44.7 47.5288 52.4712 263.586 21.8497 14.5642 279.253 13.6094 7.13756 
44.8 47.4353 52.5647 263.506 21.8886 14.6051 279.242 13.619 7.13878 
44.9 47.3419 52.6581 263.426 21.9274 14.6461 279.231 13.6286 7.14006 
45 47.2485 52.7515 263.346 21.9664 14.6873 279.22 13.6383 7.1414 
45.1 47.1552 52.8448 263.266 22.0053 14.7286 279.209 13.648 7.14278 
45.2 47.0619 52.9381 263.186 22.0443 14.7701 279.198 13.6577 7.14422 
45.3 46.9687 53.0313 263.105 22.0834 14.8117 279.187 13.6675 7.14572 
45.4 46.8756 53.1244 263.024 22.1225 14.8535 279.175 13.6773 7.14726 
45.5 46.7825 53.2175 262.943 22.1616 14.8954 279.164 13.6871 7.14887 
45.6 46.6895 53.3105 262.862 22.2008 14.9374 279.152 13.697 7.15052 
45.7 46.5965 53.4035 262.78 22.24 14.9796 279.141 13.7069 7.15223 
45.8 46.5036 53.4964 262.699 22.2793 15.022 279.129 13.7168 7.154 
45.9 46.4107 53.5893 262.617 22.3186 15.0644 279.117 13.7268 7.15582 
46 46.3179 53.6821 262.535 22.358 15.107 279.105 13.7369 7.15769 
46.1 46.2252 53.7748 262.453 22.3974 15.1498 279.093 13.7469 7.15962 
46.2 46.1325 53.8675 262.37 22.4368 15.1927 279.081 13.757 7.16161 
46.3 46.0399 53.9601 262.288 22.4763 15.2357 279.069 13.7671 7.16365 
46.4 45.9473 54.0527 262.205 22.5158 15.2789 279.057 13.7773 7.16574 
46.5 45.8548 54.1452 262.122 22.5554 15.3223 279.045 13.7875 7.16789 
46.6 45.7624 54.2376 262.039 22.595 15.3657 279.032 13.7978 7.1701 
46.7 45.67 54.33 261.956 22.6347 15.4093 279.02 13.808 7.17236 
46.8 45.5777 54.4223 261.873 22.6744 15.4531 279.007 13.8184 7.17468 
46.9 45.4855 54.5145 261.789 22.7141 15.497 278.994 13.8287 7.17706 
47 45.3933 54.6067 261.705 22.7539 15.541 278.981 13.8391 7.17949 
47.1 45.3012 54.6988 261.621 22.7937 15.5852 278.968 13.8496 7.18197 
47.2 45.2091 54.7909 261.537 22.8336 15.6295 278.955 13.86 7.18452 
47.3 45.1171 54.8829 261.452 22.8735 15.674 278.942 13.8705 7.18712 
47.4 45.0252 54.9748 261.368 22.9134 15.7186 278.929 13.8811 7.18978 
47.5 44.9333 55.0667 261.283 22.9534 15.7634 278.916 13.8917 7.19249 
47.6 44.8415 55.1585 261.198 22.9935 15.8083 278.902 13.9023 7.19526 
47.7 44.7498 55.2502 261.113 23.0335 15.8533 278.889 13.913 7.19809 
47.8 44.6581 55.3419 261.028 23.0736 15.8985 278.875 13.9237 7.20098 
47.9 44.5665 55.4335 260.942 23.1138 15.9438 278.862 13.9345 7.20393 
48 44.475 55.525 260.857 23.154 15.9893 278.848 13.9452 7.20693 
48.1 44.3835 55.6165 260.771 23.1942 16.0349 278.834 13.9561 7.20999 
48.2 44.2922 55.7078 260.685 23.2345 16.0807 278.82 13.967 7.21311 
48.3 44.2008 55.7992 260.599 23.2748 16.1266 278.806 13.9779 7.21628 
48.4 44.1096 55.8904 260.512 23.3151 16.1726 278.792 13.9888 7.21952 
48.5 44.0184 55.9816 260.426 23.3555 16.2188 278.777 13.9998 7.22281 
48.6 43.9273 56.0727 260.339 23.3959 16.2651 278.763 14.0109 7.22617 
48.7 43.8363 56.1637 260.252 23.4364 16.3116 278.748 14.0219 7.22958 
48.8 43.7453 56.2547 260.165 23.4769 16.3582 278.734 14.033 7.23305 
48.9 43.6544 56.3456 260.078 23.5174 16.405 278.719 14.0442 7.23658 
49 43.5636 56.4364 259.99 23.558 16.4519 278.704 14.0554 7.24017 
49.1 43.4728 56.5272 259.902 23.5986 16.4989 278.69 14.0667 7.24382 
49.2 43.3822 56.6178 259.815 23.6393 16.5461 278.675 14.0779 7.24753 
49.3 43.2916 56.7084 259.727 23.68 16.5934 278.659 14.0893 7.25129 
49.4 43.201 56.799 259.638 23.7207 16.6409 278.644 14.1006 7.25512 
49.5 43.1106 56.8894 259.55 23.7615 16.6885 278.629 14.112 7.25901 
49.6 43.0202 56.9798 259.461 23.8023 16.7363 278.614 14.1235 7.26296 
49.7 42.9299 57.0701 259.373 23.8431 16.7842 278.598 14.135 7.26697 
49.8 42.8397 57.1603 259.284 23.884 16.8322 278.582 14.1465 7.27104 
49.9 42.7496 57.2504 259.195 23.9249 16.8804 278.567 14.1581 7.27517 
50 42.6595 57.3405 259.105 23.9659 16.9288 278.551 14.1698 7.27936 
50.1 42.5695 57.4305 259.016 24.0069 16.9772 278.535 14.1814 7.28361 
50.2 42.4796 57.5204 258.926 24.0479 17.0258 278.519 14.1931 7.28793 
50.3 42.3898 57.6102 258.836 24.089 17.0746 278.503 14.2049 7.2923 
50.4 42.3 57.7 258.746 24.1301 17.1235 278.487 14.2167 7.29674 
50.5 42.2103 57.7897 258.656 24.1712 17.1726 278.47 14.2285 7.30124 
50.6 42.1208 57.8792 258.566 24.2124 17.2217 278.454 14.2404 7.3058 
50.7 42.0313 57.9687 258.475 24.2536 17.2711 278.437 14.2524 7.31042 
50.8 41.9418 58.0582 258.385 24.2949 17.3206 278.421 14.2643 7.31511 
50.9 41.8525 58.1475 258.294 24.3362 17.3702 278.404 14.2764 7.31985 
51 41.7632 58.2368 258.203 24.3775 17.4199 278.387 14.2884 7.32466 
51.1 41.674 58.326 258.111 24.4188 17.4698 278.37 14.3005 7.32954 
51.2 41.5849 58.4151 258.02 24.4602 17.5199 278.353 14.3127 7.33447 
51.3 41.4959 58.5041 257.928 24.5016 17.5701 278.336 14.3249 7.33947 
51.4 41.407 58.593 257.837 24.5431 17.6204 278.318 14.3372 7.34453 
51.5 41.3182 58.6818 257.745 24.5846 17.6709 278.301 14.3494 7.34966 
51.6 41.2294 58.7706 257.652 24.6261 17.7215 278.283 14.3618 7.35484 
51.7 41.1407 58.8593 257.56 24.6677 17.7723 278.266 14.3742 7.3601 
51.8 41.0521 58.9479 257.468 24.7093 17.8232 278.248 14.3866 7.36541 
51.9 40.9636 59.0364 257.375 24.7509 17.8742 278.23 14.3991 7.37079 
52 40.8752 59.1248 257.282 24.7926 17.9254 278.212 14.4116 7.37624 
52.1 40.7869 59.2131 257.189 24.8343 17.9767 278.194 14.4242 7.38174 
52.2 40.6987 59.3013 257.096 24.876 18.0282 278.176 14.4368 7.38732 
52.3 40.6105 59.3895 257.002 24.9177 18.0798 278.158 14.4494 7.39295 
52.4 40.5225 59.4775 256.909 24.9595 18.1316 278.139 14.4621 7.39866 
52.5 40.4345 59.5655 256.815 25.0014 18.1835 278.121 14.4749 7.40442 
52.6 40.3466 59.6534 256.721 25.0432 18.2355 278.102 14.4877 7.41026 
52.7 40.2588 59.7412 256.627 25.0851 18.2877 278.083 14.5006 7.41615 
52.8 40.1711 59.8289 256.533 25.127 18.3401 278.064 14.5134 7.42212 
52.9 40.0835 59.9165 256.438 25.169 18.3925 278.045 14.5264 7.42815 
53 39.996 60.004 256.344 25.211 18.4452 278.026 14.5394 7.43424 
53.1 39.9086 60.0914 256.249 25.253 18.4979 278.007 14.5524 7.4404 
53.2 39.8213 60.1787 256.154 25.2951 18.5508 277.988 14.5655 7.44663 
53.3 39.734 60.266 256.059 25.3372 18.6039 277.968 14.5786 7.45292 
53.4 39.6469 60.3531 255.964 25.3793 18.657 277.949 14.5918 7.45928 
53.5 39.5599 60.4401 255.868 25.4214 18.7104 277.929 14.605 7.46571 
53.6 39.4729 60.5271 255.773 25.4636 18.7639 277.909 14.6183 7.4722 
53.7 39.3861 60.6139 255.677 25.5058 18.8175 277.89 14.6317 7.47877 
53.8 39.2993 60.7007 255.581 25.5481 18.8712 277.87 14.645 7.48539 
53.9 39.2126 60.7874 255.485 25.5903 18.9251 277.849 14.6585 7.49209 
54 39.1261 60.8739 255.388 25.6326 18.9792 277.829 14.6719 7.49885 
54.1 39.0396 60.9604 255.292 25.675 19.0333 277.809 14.6854 7.50568 
54.2 38.9532 61.0468 255.195 25.7173 19.0877 277.788 14.699 7.51258 
54.3 38.867 61.133 255.098 25.7597 19.1421 277.768 14.7126 7.51955 
54.4 38.7808 61.2192 255.001 25.8021 19.1968 277.747 14.7263 7.52658 
54.5 38.6947 61.3053 254.904 25.8446 19.2515 277.726 14.74 7.53369 
54.6 38.6087 61.3913 254.807 25.8871 19.3064 277.705 14.7538 7.54086 
54.7 38.5229 61.4771 254.709 25.9296 19.3614 277.684 14.7676 7.5481 
54.8 38.4371 61.5629 254.611 25.9721 19.4166 277.663 14.7815 7.55541 
54.9 38.3514 61.6486 254.513 26.0147 19.4719 277.642 14.7954 7.56279 
55 38.2658 61.7342 254.415 26.0573 19.5274 277.62 14.8094 7.57023 
55.1 38.1804 61.8196 254.317 26.0999 19.583 277.599 14.8234 7.57775 
55.2 38.095 61.905 254.219 26.1426 19.6387 277.577 14.8375 7.58534 
55.3 38.0097 61.9903 254.12 26.1852 19.6946 277.555 14.8516 7.593 
55.4 37.9246 62.0754 254.021 26.2279 19.7507 277.534 14.8657 7.60072 
55.5 37.8395 62.1605 253.922 26.2707 19.8068 277.512 14.88 7.60852 
55.6 37.7546 62.2454 253.823 26.3134 19.8631 277.489 14.8942 7.61639 
55.7 37.6697 62.3303 253.724 26.3562 19.9196 277.467 14.9086 7.62433 
55.8 37.585 62.415 253.625 26.3991 19.9762 277.445 14.9229 7.63233 
55.9 37.5003 62.4997 253.525 26.4419 20.0329 277.422 14.9374 7.64041 
56 37.4158 62.5842 253.425 26.4848 20.0898 277.4 14.9518 7.64857 
56.1 37.3314 62.6686 253.325 26.5277 20.1468 277.377 14.9664 7.65679 
56.2 37.2471 62.7529 253.225 26.5706 20.204 277.354 14.9809 7.66508 
56.3 37.1629 62.8371 253.125 26.6136 20.2613 277.331 14.9956 7.67345 
56.4 37.0788 62.9212 253.025 26.6565 20.3187 277.308 15.0102 7.68188 
56.5 36.9948 63.0052 252.924 26.6995 20.3763 277.285 15.025 7.69039 
56.6 36.9109 63.0891 252.823 26.7426 20.434 277.261 15.0398 7.69897 
56.7 36.8271 63.1729 252.722 26.7856 20.4919 277.238 15.0546 7.70763 
56.8 36.7434 63.2566 252.621 26.8287 20.5499 277.214 15.0695 7.71635 
56.9 36.6599 63.3401 252.52 26.8718 20.6081 277.19 15.0844 7.72515 
57 36.5764 63.4236 252.419 26.915 20.6663 277.167 15.0994 7.73403 
57.1 36.4931 63.5069 252.317 26.9581 20.7248 277.143 15.1145 7.74297 
57.2 36.4099 63.5901 252.215 27.0013 20.7833 277.118 15.1296 7.75199 
57.3 36.3268 63.6732 252.113 27.0445 20.842 277.094 15.1447 7.76108 
57.4 36.2438 63.7562 252.011 27.0878 20.9009 277.07 15.16 7.77025 
57.5 36.1609 63.8391 251.909 27.131 20.9599 277.045 15.1752 7.77949 
57.6 36.0781 63.9219 251.807 27.1743 21.019 277.021 15.1905 7.7888 
57.7 35.9955 64.0045 251.704 27.2176 21.0783 276.996 15.2059 7.79819 
57.8 35.9129 64.0871 251.601 27.2609 21.1377 276.971 15.2213 7.80765 
57.9 35.8305 64.1695 251.498 27.3043 21.1973 276.946 15.2368 7.81719 
58 35.7482 64.2518 251.395 27.3477 21.2569 276.921 15.2523 7.8268 
58.1 35.666 64.334 251.292 27.3911 21.3168 276.896 15.2679 7.83648 
58.2 35.5839 64.4161 251.189 27.4345 21.3767 276.87 15.2835 7.84624 
58.3 35.5019 64.4981 251.085 27.4779 21.4369 276.845 15.2992 7.85608 
58.4 35.4201 64.5799 250.981 27.5214 21.4971 276.819 15.315 7.86599 
58.5 35.3384 64.6616 250.878 27.5649 21.5575 276.793 15.3308 7.87598 
58.6 35.2567 64.7433 250.774 27.6084 21.618 276.767 15.3466 7.88605 
58.7 35.1753 64.8247 250.669 27.6519 21.6787 276.741 15.3625 7.89619 
58.8 35.0939 64.9061 250.565 27.6955 21.7395 276.715 15.3785 7.9064 
58.9 35.0126 64.9874 250.46 27.7391 21.8005 276.689 15.3945 7.9167 
59 34.9315 65.0685 250.356 27.7827 21.8615 276.662 15.4106 7.92707 
59.1 34.8505 65.1495 250.251 27.8263 21.9228 276.636 15.4267 7.93751 
59.2 34.7696 65.2304 250.146 27.87 21.9841 276.609 15.4429 7.94804 
59.3 34.6888 65.3112 250.041 27.9136 22.0456 276.582 15.4591 7.95864 
59.4 34.6081 65.3919 249.935 27.9573 22.1073 276.555 15.4754 7.96932 
59.5 34.5276 65.4724 249.83 28.001 22.1691 276.528 15.4917 7.98007 
59.6 34.4472 65.5528 249.724 28.0448 22.231 276.501 15.5081 7.99091 
59.7 34.3669 65.6331 249.618 28.0885 22.293 276.474 15.5246 8.00182 
59.8 34.2867 65.7133 249.512 28.1323 22.3552 276.446 15.5411 8.01281 
59.9 34.2067 65.7933 249.406 28.1761 22.4176 276.418 15.5577 8.02388 
60 34.1268 65.8732 249.3 28.2199 22.4801 276.391 15.5743 8.03503 
60.1 34.047 65.953 249.194 28.2637 22.5427 276.363 15.591 8.04625 
60.2 33.9673 66.0327 249.087 28.3076 22.6054 276.335 15.6077 8.05756 
60.3 33.8878 66.1122 248.98 28.3515 22.6683 276.307 15.6245 8.06894 
60.4 33.8084 66.1916 248.873 28.3953 22.7313 276.278 15.6413 8.08041 
60.5 33.7291 66.2709 248.766 28.4393 22.7945 276.25 15.6582 8.09195 
60.6 33.6499 66.3501 248.659 28.4832 22.8578 276.221 15.6752 8.10358 
60.7 33.5709 66.4291 248.552 28.5271 22.9212 276.193 15.6922 8.11528 
60.8 33.4919 66.5081 248.444 28.5711 22.9848 276.164 15.7093 8.12706 
60.9 33.4132 66.5868 248.336 28.6151 23.0485 276.135 15.7264 8.13893 
61 33.3345 66.6655 248.229 28.6591 23.1124 276.106 15.7436 8.15087 
61.1 33.256 66.744 248.121 28.7031 23.1764 276.076 15.7608 8.1629 
61.2 33.1776 66.8224 248.012 28.7472 23.2405 276.047 15.7781 8.17501 
61.3 33.0993 66.9007 247.904 28.7912 23.3048 276.017 15.7955 8.18719 
61.4 33.0212 66.9788 247.796 28.8353 23.3692 275.988 15.8129 8.19946 
61.5 32.9431 67.0569 247.687 28.8794 23.4337 275.958 15.8304 8.21181 
61.6 32.8653 67.1347 247.578 28.9235 23.4984 275.928 15.8479 8.22425 
61.7 32.7875 67.2125 247.469 28.9676 23.5632 275.898 15.8655 8.23676 
61.8 32.7099 67.2901 247.36 29.0118 23.6281 275.868 15.8831 8.24936 
61.9 32.6324 67.3676 247.251 29.0559 23.6932 275.837 15.9008 8.26204 
62 32.555 67.445 247.141 29.1001 23.7584 275.807 15.9186 8.2748 
62.1 32.4778 67.5222 247.032 29.1443 23.8238 275.776 15.9364 8.28765 
62.2 32.4007 67.5993 246.922 29.1885 23.8893 275.745 15.9543 8.30058 
62.3 32.3238 67.6762 246.812 29.2327 23.9549 275.714 15.9722 8.31359 
62.4 32.2469 67.7531 246.702 29.277 24.0207 275.683 15.9902 8.32668 
62.5 32.1702 67.8298 246.592 29.3212 24.0866 275.652 16.0082 8.33986 
62.6 32.0937 67.9063 246.482 29.3655 24.1526 275.621 16.0263 8.35313 
62.7 32.0173 67.9827 246.371 29.4098 24.2188 275.589 16.0445 8.36647 
62.8 31.941 68.059 246.261 29.4541 24.2851 275.557 16.0627 8.37991 
62.9 31.8648 68.1352 246.15 29.4984 24.3515 275.526 16.081 8.39342 
63 31.7888 68.2112 246.039 29.5428 24.4181 275.494 16.0993 8.40702 
63.1 31.7129 68.2871 245.928 29.5871 24.4848 275.462 16.1177 8.42071 
63.2 31.6372 68.3628 245.817 29.6315 24.5516 275.429 16.1362 8.43448 
63.3 31.5616 68.4384 245.706 29.6759 24.6186 275.397 16.1547 8.44834 
63.4 31.4861 68.5139 245.594 29.7203 24.6857 275.364 16.1733 8.46228 
63.5 31.4107 68.5893 245.482 29.7647 24.753 275.332 16.1919 8.4763 
63.6 31.3356 68.6644 245.371 29.8091 24.8204 275.299 16.2106 8.49042 
63.7 31.2605 68.7395 245.259 29.8535 24.8879 275.266 16.2293 8.50462 
63.8 31.1856 68.8144 245.146 29.898 24.9555 275.233 16.2482 8.5189 
63.9 31.1108 68.8892 245.034 29.9424 25.0233 275.2 16.267 8.53328 
64 31.0361 68.9639 244.922 29.9869 25.0912 275.166 16.2859 8.54774 
64.1 30.9616 69.0384 244.809 30.0314 25.1593 275.133 16.3049 8.56228 
64.2 30.8873 69.1127 244.697 30.0759 25.2275 275.099 16.324 8.57692 
64.3 30.813 69.187 244.584 30.1204 25.2958 275.065 16.3431 8.59164 
64.4 30.739 69.261 244.471 30.165 25.3642 275.031 16.3622 8.60645 
64.5 30.665 69.335 244.358 30.2095 25.4328 274.997 16.3815 8.62135 
64.6 30.5912 69.4088 244.244 30.2541 25.5015 274.963 16.4007 8.63633 
64.7 30.5176 69.4824 244.131 30.2986 25.5704 274.929 16.4201 8.65141 
64.8 30.444 69.556 244.017 30.3432 25.6394 274.894 16.4395 8.66657 
64.9 30.3707 69.6293 243.904 30.3878 25.7085 274.859 16.4589 8.68182 
65 30.2974 69.7026 243.79 30.4324 25.7777 274.824 16.4785 8.69716 
65.1 30.2243 69.7757 243.676 30.477 25.8471 274.789 16.498 8.71259 
65.2 30.1514 69.8486 243.562 30.5216 25.9166 274.754 16.5177 8.72811 
65.3 30.0786 69.9214 243.447 30.5663 25.9863 274.719 16.5374 8.74372 
65.4 30.0059 69.9941 243.333 30.6109 26.056 274.683 16.5571 8.75942 
65.5 29.9334 70.0666 243.219 30.6556 26.1259 274.648 16.577 8.77521 
65.6 29.861 70.139 243.104 30.7002 26.196 274.612 16.5968 8.79108 
