#t MKKK MKKK_P MKK MKK_P MKK_PP MAPK MAPK_P MAPK_PP 
##CONCENTRATIONS
15.72 75.3375 24.6625 278.609 12.8572 8.53397 279.948 11.5631 8.48925 
15.73 75.3281 24.6719 278.606 12.8595 8.53409 279.948 11.5638 8.48837 
15.74 75.3186 24.6814 278.604 12.8617 8.53422 279.948 11.5646 8.48749 
15.75 75.3091 24.6909 278.602 12.864 8.53435 279.948 11.5653 8.48662 
15.76 75.2997 24.7003 278.599 12.8663 8.53448 279.948 11.566 8.48574 
15.77 75.2902 24.7098 278.597 12.8685 8.53461 279.948 11.5667 8.48486 
15.78 75.2807 24.7193 278.594 12.8708 8.53475 279.949 11.5675 8.48398 
15.79 75.2712 24.7288 278.592 12.8731 8.53488 279.949 11.5682 8.48311 
15.8 75.2618 24.7382 278.59 12.8753 8.53502 279.949 11.5689 8.48223 
15.81 75.2523 24.7477 278.587 12.8776 8.53515 279.949 11.5696 8.48135 
15.82 75.2428 24.7572 278.585 12.8799 8.53529 279.949 11.5704 8.48048 
15.83 75.2334 24.7666 278.582 12.8821 8.53543 279.949 11.5711 8.4796 
15.84 75.2239 24.7761 278.58 12.8844 8.53557 279.949 11.5718 8.47872 
15.85 75.2144 24.7856 278.578 12.8867 8.53572 279.95 11.5725 8.47785 
15.86 75.2049 24.7951 278.575 12.8889 8.53586 279.95 11.5733 8.47697 
15.87 75.1955 24.8045 278.573 12.8912 8.53601 279.95 11.574 8.47609 
15.88 75.186 24.814 278.57 12.8935 8.53615 279.95 11.5747 8.47522 
15.89 75.1765 24.8235 278.568 12.8958 8.5363 279.95 11.5754 8.47434 
15.9 75.167 24.833 278.566 12.898 8.53645 279.95 11.5762 8.47347 
15.91 75.1576 24.8424 278.563 12.9003 8.5366 279.951 11.5769 8.47259 
15.92 75.1481 24.8519 278.561 12.9026 8.53675 279.951 11.5776 8.47172 
15.93 75.1386 24.8614 278.558 12.9049 8.53691 279.951 11.5783 8.47084 
15.94 75.1291 24.8709 278.556 12.9071 8.53706 279.951 11.5791 8.46997 
15.95 75.1197 24.8803 278.553 12.9094 8.53722 279.951 11.5798 8.46909 
15.96 75.1102 24.8898 278.551 12.9117 8.53737 279.951 11.5805 8.46822 
15.97 75.1007 24.8993 278.549 12.914 8.53753 279.951 11.5812 8.46734 
15.98 75.0912 24.9088 278.546 12.9162 8.53769 279.952 11.5819 8.46647 
15.99 75.0818 24.9182 278.544 12.9185 8.53785 279.952 11.5827 8.4656 
16 75.0723 24.9277 278.541 12.9208 8.53802 279.952 11.5834 8.46472 
16.01 75.0628 24.9372 278.539 12.9231 8.53818 279.952 11.5841 8.46385 
16.02 75.0533 24.9467 278.536 12.9254 8.53835 279.952 11.5848 8.46298 
16.03 75.0439 24.9561 278.534 12.9276 8.53851 279.952 11.5855 8.4621 
16.04 75.0344 24.9656 278.531 12.9299 8.53868 279.953 11.5863 8.46123 
16.05 75.0249 24.9751 278.529 12.9322 8.53885 279.953 11.587 8.46036 
16.06 75.0154 24.9846 278.526 12.9345 8.53902 279.953 11.5877 8.45948 
16.07 75.006 24.994 278.524 12.9368 8.53919 279.953 11.5884 8.45861 
16.08 74.9965 25.0035 278.522 12.939 8.53937 279.953 11.5891 8.45774 
16.09 74.987 25.013 278.519 12.9413 8.53954 279.953 11.5899 8.45687 
16.1 74.9775 25.0225 278.517 12.9436 8.53972 279.953 11.5906 8.45599 
16.11 74.968 25.032 278.514 12.9459 8.5399 279.954 11.5913 8.45512 
16.12 74.9586 25.0414 278.512 12.9482 8.54007 279.954 11.592 8.45425 
16.13 74.9491 25.0509 278.509 12.9505 8.54026 279.954 11.5927 8.45338 
16.14 74.9396 25.0604 278.507 12.9528 8.54044 279.954 11.5935 8.45251 
16.15 74.9301 25.0699 278.504 12.9551 8.54062 279.954 11.5942 8.45164 
16.16 74.9207 25.0793 278.502 12.9573 8.5408 279.954 11.5949 8.45077 
16.17 74.9112 25.0888 278.499 12.9596 8.54099 279.954 11.5956 8.4499 
16.18 74.9017 25.0983 278.497 12.9619 8.54118 279.955 11.5963 8.44902 
16.19 74.8922 25.1078 278.494 12.9642 8.54136 279.955 11.597 8.44815 
16.2 74.8827 25.1173 278.492 12.9665 8.54155 279.955 11.5978 8.44728 
16.21 74.8732 25.1268 278.489 12.9688 8.54174 279.955 11.5985 8.44641 
16.22 74.8638 25.1362 278.487 12.9711 8.54194 279.955 11.5992 8.44554 
16.23 74.8543 25.1457 278.484 12.9734 8.54213 279.955 11.5999 8.44467 
16.24 74.8448 25.1552 278.482 12.9757 8.54232 279.956 11.6006 8.4438 
16.25 74.8353 25.1647 278.48 12.978 8.54252 279.956 11.6013 8.44294 
16.26 74.8258 25.1742 278.477 12.9803 8.54272 279.956 11.6021 8.44207 
16.27 74.8164 25.1836 278.475 12.9825 8.54292 279.956 11.6028 8.4412 
16.28 74.8069 25.1931 278.472 12.9848 8.54312 279.956 11.6035 8.44033 
16.29 74.7974 25.2026 278.47 12.9871 8.54332 279.956 11.6042 8.43946 
16.3 74.7879 25.2121 278.467 12.9894 8.54352 279.956 11.6049 8.43859 
16.31 74.7784 25.2216 278.465 12.9917 8.54373 279.957 11.6056 8.43772 
16.32 74.7689 25.2311 278.462 12.994 8.54393 279.957 11.6063 8.43685 
16.33 74.7595 25.2405 278.46 12.9963 8.54414 279.957 11.6071 8.43599 
16.34 74.75 25.25 278.457 12.9986 8.54435 279.957 11.6078 8.43512 
16.35 74.7405 25.2595 278.455 13.0009 8.54456 279.957 11.6085 8.43425 
16.36 74.731 25.269 278.452 13.0032 8.54477 279.957 11.6092 8.43338 
16.37 74.7215 25.2785 278.449 13.0055 8.54498 279.958 11.6099 8.43252 
16.38 74.712 25.288 278.447 13.0078 8.54519 279.958 11.6106 8.43165 
16.39 74.7026 25.2974 278.444 13.0101 8.54541 279.958 11.6113 8.43078 
16.4 74.6931 25.3069 278.442 13.0124 8.54562 279.958 11.6121 8.42991 
16.41 74.6836 25.3164 278.439 13.0147 8.54584 279.958 11.6128 8.42905 
16.42 74.6741 25.3259 278.437 13.017 8.54606 279.958 11.6135 8.42818 
16.43 74.6646 25.3354 278.434 13.0193 8.54628 279.958 11.6142 8.42731 
16.44 74.6551 25.3449 278.432 13.0216 8.5465 279.959 11.6149 8.42645 
16.45 74.6456 25.3544 278.429 13.024 8.54672 279.959 11.6156 8.42558 
16.46 74.6362 25.3638 278.427 13.0263 8.54695 279.959 11.6163 8.42472 
16.47 74.6267 25.3733 278.424 13.0286 8.54717 279.959 11.617 8.42385 
16.48 74.6172 25.3828 278.422 13.0309 8.5474 279.959 11.6178 8.42299 
16.49 74.6077 25.3923 278.419 13.0332 8.54763 279.959 11.6185 8.42212 
16.5 74.5982 25.4018 278.417 13.0355 8.54786 279.96 11.6192 8.42126 
16.51 74.5887 25.4113 278.414 13.0378 8.54809 279.96 11.6199 8.42039 
16.52 74.5792 25.4208 278.412 13.0401 8.54832 279.96 11.6206 8.41953 
16.53 74.5697 25.4303 278.409 13.0424 8.54856 279.96 11.6213 8.41866 
16.54 74.5603 25.4397 278.406 13.0447 8.54879 279.96 11.622 8.4178 
16.55 74.5508 25.4492 278.404 13.047 8.54903 279.96 11.6227 8.41693 
16.56 74.5413 25.4587 278.401 13.0493 8.54926 279.96 11.6234 8.41607 
16.57 74.5318 25.4682 278.399 13.0517 8.5495 279.961 11.6241 8.4152 
16.58 74.5223 25.4777 278.396 13.054 8.54974 279.961 11.6249 8.41434 
16.59 74.5128 25.4872 278.394 13.0563 8.54999 279.961 11.6256 8.41348 
16.6 74.5033 25.4967 278.391 13.0586 8.55023 279.961 11.6263 8.41261 
16.61 74.4938 25.5062 278.389 13.0609 8.55047 279.961 11.627 8.41175 
16.62 74.4843 25.5157 278.386 13.0632 8.55072 279.961 11.6277 8.41089 
16.63 74.4749 25.5251 278.383 13.0655 8.55097 279.962 11.6284 8.41003 
16.64 74.4654 25.5346 278.381 13.0679 8.55121 279.962 11.6291 8.40916 
16.65 74.4559 25.5441 278.378 13.0702 8.55146 279.962 11.6298 8.4083 
16.66 74.4464 25.5536 278.376 13.0725 8.55171 279.962 11.6305 8.40744 
16.67 74.4369 25.5631 278.373 13.0748 8.55197 279.962 11.6312 8.40658 
16.68 74.4274 25.5726 278.371 13.0771 8.55222 279.962 11.6319 8.40571 
16.69 74.4179 25.5821 278.368 13.0795 8.55247 279.963 11.6326 8.40485 
16.7 74.4084 25.5916 278.365 13.0818 8.55273 279.963 11.6334 8.40399 
16.71 74.3989 25.6011 278.363 13.0841 8.55299 279.963 11.6341 8.40313 
16.72 74.3894 25.6106 278.36 13.0864 8.55325 279.963 11.6348 8.40227 
16.73 74.3799 25.6201 278.358 13.0887 8.55351 279.963 11.6355 8.40141 
16.74 74.3704 25.6296 278.355 13.0911 8.55377 279.963 11.6362 8.40055 
16.75 74.361 25.639 278.353 13.0934 8.55403 279.963 11.6369 8.39969 
16.76 74.3515 25.6485 278.35 13.0957 8.5543 279.964 11.6376 8.39883 
16.77 74.342 25.658 278.347 13.098 8.55456 279.964 11.6383 8.39796 
16.78 74.3325 25.6675 278.345 13.1003 8.55483 279.964 11.639 8.3971 
16.79 74.323 25.677 278.342 13.1027 8.5551 279.964 11.6397 8.39624 
16.8 74.3135 25.6865 278.34 13.105 8.55537 279.964 11.6404 8.39538 
16.81 74.304 25.696 278.337 13.1073 8.55564 279.964 11.6411 8.39453 
16.82 74.2945 25.7055 278.334 13.1097 8.55591 279.965 11.6418 8.39367 
16.83 74.285 25.715 278.332 13.112 8.55618 279.965 11.6425 8.39281 
16.84 74.2755 25.7245 278.329 13.1143 8.55646 279.965 11.6432 8.39195 
16.85 74.266 25.734 278.327 13.1166 8.55674 279.965 11.6439 8.39109 
16.86 74.2565 25.7435 278.324 13.119 8.55701 279.965 11.6446 8.39023 
16.87 74.247 25.753 278.321 13.1213 8.55729 279.965 11.6453 8.38937 
16.88 74.2375 25.7625 278.319 13.1236 8.55757 279.965 11.646 8.38851 
16.89 74.228 25.772 278.316 13.126 8.55785 279.966 11.6467 8.38766 
16.9 74.2185 25.7815 278.314 13.1283 8.55814 279.966 11.6475 8.3868 
16.91 74.209 25.791 278.311 13.1306 8.55842 279.966 11.6482 8.38594 
16.92 74.1995 25.8005 278.308 13.133 8.55871 279.966 11.6489 8.38508 
16.93 74.19 25.81 278.306 13.1353 8.55899 279.966 11.6496 8.38422 
16.94 74.1805 25.8195 278.303 13.1376 8.55928 279.966 11.6503 8.38337 
16.95 74.1711 25.8289 278.3 13.14 8.55957 279.967 11.651 8.38251 
16.96 74.1616 25.8384 278.298 13.1423 8.55986 279.967 11.6517 8.38165 
16.97 74.1521 25.8479 278.295 13.1446 8.56016 279.967 11.6524 8.3808 
16.98 74.1426 25.8574 278.293 13.147 8.56045 279.967 11.6531 8.37994 
16.99 74.1331 25.8669 278.29 13.1493 8.56074 279.967 11.6538 8.37908 
17 74.1236 25.8764 278.287 13.1516 8.56104 279.967 11.6545 8.37823 
17.01 74.1141 25.8859 278.285 13.154 8.56134 279.967 11.6552 8.37737 
17.02 74.1046 25.8954 278.282 13.1563 8.56164 279.968 11.6559 8.37652 
17.03 74.0951 25.9049 278.279 13.1586 8.56194 279.968 11.6566 8.37566 
17.04 74.0856 25.9144 278.277 13.161 8.56224 279.968 11.6573 8.3748 
17.05 74.0761 25.9239 278.274 13.1633 8.56254 279.968 11.658 8.37395 
17.06 74.0666 25.9334 278.271 13.1657 8.56285 279.968 11.6587 8.37309 
17.07 74.0571 25.9429 278.269 13.168 8.56315 279.968 11.6594 8.37224 
17.08 74.0476 25.9524 278.266 13.1704 8.56346 279.969 11.6601 8.37138 
17.09 74.0381 25.9619 278.264 13.1727 8.56377 279.969 11.6608 8.37053 
17.1 74.0286 25.9714 278.261 13.175 8.56408 279.969 11.6615 8.36968 
17.11 74.0191 25.9809 278.258 13.1774 8.56439 279.969 11.6622 8.36882 
17.12 74.0096 25.9904 278.256 13.1797 8.5647 279.969 11.6629 8.36797 
17.13 74.0001 25.9999 278.253 13.1821 8.56501 279.969 11.6636 8.36711 
17.14 73.9906 26.0094 278.25 13.1844 8.56533 279.969 11.6643 8.36626 
17.15 73.9811 26.0189 278.248 13.1868 8.56565 279.97 11.665 8.36541 
17.16 73.9716 26.0284 278.245 13.1891 8.56596 279.97 11.6657 8.36455 
17.17 73.9621 26.0379 278.242 13.1915 8.56628 279.97 11.6664 8.3637 
17.18 73.9526 26.0474 278.24 13.1938 8.5666 279.97 11.6671 8.36285 
17.19 73.943 26.057 278.237 13.1961 8.56692 279.97 11.6678 8.36199 
17.2 73.9335 26.0665 278.234 13.1985 8.56725 279.97 11.6685 8.36114 
17.21 73.924 26.076 278.232 13.2008 8.56757 279.971 11.6692 8.36029 
17.22 73.9145 26.0855 278.229 13.2032 8.5679 279.971 11.6699 8.35944 
17.23 73.905 26.095 278.226 13.2055 8.56822 279.971 11.6706 8.35859 
17.24 73.8955 26.1045 278.224 13.2079 8.56855 279.971 11.6713 8.35773 
17.25 73.886 26.114 278.221 13.2103 8.56888 279.971 11.6719 8.35688 
17.26 73.8765 26.1235 278.218 13.2126 8.56921 279.971 11.6726 8.35603 
17.27 73.867 26.133 278.215 13.215 8.56955 279.971 11.6733 8.35518 
17.28 73.8575 26.1425 278.213 13.2173 8.56988 279.972 11.674 8.35433 
17.29 73.848 26.152 278.21 13.2197 8.57022 279.972 11.6747 8.35348 
17.3 73.8385 26.1615 278.207 13.222 8.57055 279.972 11.6754 8.35263 
17.31 73.829 26.171 278.205 13.2244 8.57089 279.972 11.6761 8.35178 
17.32 73.8195 26.1805 278.202 13.2267 8.57123 279.972 11.6768 8.35093 
17.33 73.81 26.19 278.199 13.2291 8.57157 279.972 11.6775 8.35008 
17.34 73.8005 26.1995 278.197 13.2314 8.57191 279.973 11.6782 8.34923 
17.35 73.791 26.209 278.194 13.2338 8.57225 279.973 11.6789 8.34838 
17.36 73.7815 26.2185 278.191 13.2362 8.5726 279.973 11.6796 8.34753 
17.37 73.772 26.228 278.189 13.2385 8.57294 279.973 11.6803 8.34668 
17.38 73.7625 26.2375 278.186 13.2409 8.57329 279.973 11.681 8.34583 
17.39 73.7529 26.2471 278.183 13.2432 8.57364 279.973 11.6817 8.34498 
17.4 73.7434 26.2566 278.18 13.2456 8.57399 279.973 11.6824 8.34413 
17.41 73.7339 26.2661 278.178 13.248 8.57434 279.974 11.6831 8.34328 
17.42 73.7244 26.2756 278.175 13.2503 8.57469 279.974 11.6838 8.34243 
17.43 73.7149 26.2851 278.172 13.2527 8.57505 279.974 11.6845 8.34159 
17.44 73.7054 26.2946 278.17 13.255 8.5754 279.974 11.6852 8.34074 
17.45 73.6959 26.3041 278.167 13.2574 8.57576 279.974 11.6858 8.33989 
17.46 73.6864 26.3136 278.164 13.2598 8.57612 279.974 11.6865 8.33904 
17.47 73.6769 26.3231 278.161 13.2621 8.57647 279.975 11.6872 8.33819 
17.48 73.6674 26.3326 278.159 13.2645 8.57684 279.975 11.6879 8.33735 
17.49 73.6579 26.3421 278.156 13.2669 8.5772 279.975 11.6886 8.3365 
17.5 73.6484 26.3516 278.153 13.2692 8.57756 279.975 11.6893 8.33565 
17.51 73.6388 26.3612 278.15 13.2716 8.57792 279.975 11.69 8.33481 
17.52 73.6293 26.3707 278.148 13.274 8.57829 279.975 11.6907 8.33396 
17.53 73.6198 26.3802 278.145 13.2763 8.57866 279.976 11.6914 8.33311 
17.54 73.6103 26.3897 278.142 13.2787 8.57903 279.976 11.6921 8.33227 
17.55 73.6008 26.3992 278.14 13.2811 8.5794 279.976 11.6928 8.33142 
17.56 73.5913 26.4087 278.137 13.2834 8.57977 279.976 11.6935 8.33058 
17.57 73.5818 26.4182 278.134 13.2858 8.58014 279.976 11.6942 8.32973 
17.58 73.5723 26.4277 278.131 13.2882 8.58051 279.976 11.6948 8.32888 
17.59 73.5628 26.4372 278.129 13.2906 8.58089 279.976 11.6955 8.32804 
17.6 73.5532 26.4468 278.126 13.2929 8.58126 279.977 11.6962 8.32719 
17.61 73.5437 26.4563 278.123 13.2953 8.58164 279.977 11.6969 8.32635 
17.62 73.5342 26.4658 278.12 13.2977 8.58202 279.977 11.6976 8.3255 
17.63 73.5247 26.4753 278.118 13.3 8.5824 279.977 11.6983 8.32466 
17.64 73.5152 26.4848 278.115 13.3024 8.58278 279.977 11.699 8.32382 
17.65 73.5057 26.4943 278.112 13.3048 8.58317 279.977 11.6997 8.32297 
17.66 73.4962 26.5038 278.109 13.3072 8.58355 279.978 11.7004 8.32213 
17.67 73.4867 26.5133 278.107 13.3096 8.58394 279.978 11.7011 8.32128 
17.68 73.4771 26.5229 278.104 13.3119 8.58432 279.978 11.7017 8.32044 
17.69 73.4676 26.5324 278.101 13.3143 8.58471 279.978 11.7024 8.3196 
17.7 73.4581 26.5419 278.098 13.3167 8.5851 279.978 11.7031 8.31875 
17.71 73.4486 26.5514 278.095 13.3191 8.58549 279.978 11.7038 8.31791 
17.72 73.4391 26.5609 278.093 13.3214 8.58589 279.978 11.7045 8.31707 
17.73 73.4296 26.5704 278.09 13.3238 8.58628 279.979 11.7052 8.31623 
17.74 73.4201 26.5799 278.087 13.3262 8.58668 279.979 11.7059 8.31538 
17.75 73.4105 26.5895 278.084 13.3286 8.58707 279.979 11.7066 8.31454 
17.76 73.401 26.599 278.082 13.331 8.58747 279.979 11.7073 8.3137 
17.77 73.3915 26.6085 278.079 13.3333 8.58787 279.979 11.7079 8.31286 
17.78 73.382 26.618 278.076 13.3357 8.58827 279.979 11.7086 8.31202 
17.79 73.3725 26.6275 278.073 13.3381 8.58867 279.98 11.7093 8.31117 
17.8 73.363 26.637 278.07 13.3405 8.58907 279.98 11.71 8.31033 
17.81 73.3535 26.6465 278.068 13.3429 8.58948 279.98 11.7107 8.30949 
17.82 73.3439 26.6561 278.065 13.3453 8.58988 279.98 11.7114 8.30865 
17.83 73.3344 26.6656 278.062 13.3477 8.59029 279.98 11.7121 8.30781 
17.84 73.3249 26.6751 278.059 13.35 8.5907 279.98 11.7127 8.30697 
17.85 73.3154 26.6846 278.056 13.3524 8.59111 279.98 11.7134 8.30613 
17.86 73.3059 26.6941 278.054 13.3548 8.59152 279.981 11.7141 8.30529 
17.87 73.2963 26.7037 278.051 13.3572 8.59193 279.981 11.7148 8.30445 
17.88 73.2868 26.7132 278.048 13.3596 8.59235 279.981 11.7155 8.30361 
17.89 73.2773 26.7227 278.045 13.362 8.59276 279.981 11.7162 8.30277 
17.9 73.2678 26.7322 278.042 13.3644 8.59318 279.981 11.7169 8.30193 
17.91 73.2583 26.7417 278.04 13.3668 8.5936 279.981 11.7176 8.30109 
17.92 73.2488 26.7512 278.037 13.3691 8.59402 279.982 11.7182 8.30025 
17.93 73.2392 26.7608 278.034 13.3715 8.59444 279.982 11.7189 8.29941 
17.94 73.2297 26.7703 278.031 13.3739 8.59486 279.982 11.7196 8.29858 
17.95 73.2202 26.7798 278.028 13.3763 8.59528 279.982 11.7203 8.29774 
17.96 73.2107 26.7893 278.026 13.3787 8.59571 279.982 11.721 8.2969 
17.97 73.2012 26.7988 278.023 13.3811 8.59613 279.982 11.7217 8.29606 
17.98 73.1916 26.8084 278.02 13.3835 8.59656 279.982 11.7223 8.29522 
17.99 73.1821 26.8179 278.017 13.3859 8.59699 279.983 11.723 8.29439 
18 73.1726 26.8274 278.014 13.3883 8.59742 279.983 11.7237 8.29355 
18.01 73.1631 26.8369 278.011 13.3907 8.59785 279.983 11.7244 8.29271 
18.02 73.1536 26.8464 278.009 13.3931 8.59828 279.983 11.7251 8.29187 
18.03 73.144 26.856 278.006 13.3955 8.59871 279.983 11.7258 8.29104 
18.04 73.1345 26.8655 278.003 13.3979 8.59915 279.983 11.7264 8.2902 
18.05 73.125 26.875 278 13.4003 8.59959 279.984 11.7271 8.28936 
18.06 73.1155 26.8845 277.997 13.4027 8.60002 279.984 11.7278 8.28853 
18.07 73.106 26.894 277.994 13.4051 8.60046 279.984 11.7285 8.28769 
18.08 73.0964 26.9036 277.992 13.4075 8.6009 279.984 11.7292 8.28686 
18.09 73.0869 26.9131 277.989 13.4099 8.60135 279.984 11.7299 8.28602 
18.1 73.0774 26.9226 277.986 13.4123 8.60179 279.984 11.7305 8.28519 
18.11 73.0679 26.9321 277.983 13.4147 8.60223 279.984 11.7312 8.28435 
18.12 73.0583 26.9417 277.98 13.4171 8.60268 279.985 11.7319 8.28351 
18.13 73.0488 26.9512 277.977 13.4195 8.60313 279.985 11.7326 8.28268 
18.14 73.0393 26.9607 277.975 13.4219 8.60358 279.985 11.7333 8.28185 
18.15 73.0298 26.9702 277.972 13.4243 8.60403 279.985 11.734 8.28101 
18.16 73.0202 26.9798 277.969 13.4267 8.60448 279.985 11.7346 8.28018 
18.17 73.0107 26.9893 277.966 13.4291 8.60493 279.985 11.7353 8.27934 
18.18 73.0012 26.9988 277.963 13.4315 8.60538 279.985 11.736 8.27851 
18.19 72.9917 27.0083 277.96 13.4339 8.60584 279.986 11.7367 8.27767 
18.2 72.9821 27.0179 277.957 13.4363 8.60629 279.986 11.7374 8.27684 
18.21 72.9726 27.0274 277.955 13.4387 8.60675 279.986 11.738 8.27601 
18.22 72.9631 27.0369 277.952 13.4411 8.60721 279.986 11.7387 8.27517 
18.23 72.9536 27.0464 277.949 13.4436 8.60767 279.986 11.7394 8.27434 
18.24 72.944 27.056 277.946 13.446 8.60813 279.986 11.7401 8.27351 
18.25 72.9345 27.0655 277.943 13.4484 8.6086 279.987 11.7408 8.27268 
18.26 72.925 27.075 277.94 13.4508 8.60906 279.987 11.7414 8.27184 
18.27 72.9155 27.0845 277.937 13.4532 8.60953 279.987 11.7421 8.27101 
18.28 72.9059 27.0941 277.934 13.4556 8.60999 279.987 11.7428 8.27018 
18.29 72.8964 27.1036 277.932 13.458 8.61046 279.987 11.7435 8.26935 
18.3 72.8869 27.1131 277.929 13.4604 8.61093 279.987 11.7442 8.26852 
18.31 72.8774 27.1226 277.926 13.4629 8.6114 279.987 11.7448 8.26769 
18.32 72.8678 27.1322 277.923 13.4653 8.61188 279.988 11.7455 8.26685 
18.33 72.8583 27.1417 277.92 13.4677 8.61235 279.988 11.7462 8.26602 
18.34 72.8488 27.1512 277.917 13.4701 8.61283 279.988 11.7469 8.26519 
18.35 72.8392 27.1608 277.914 13.4725 8.6133 279.988 11.7475 8.26436 
18.36 72.8297 27.1703 277.911 13.4749 8.61378 279.988 11.7482 8.26353 
18.37 72.8202 27.1798 277.908 13.4773 8.61426 279.988 11.7489 8.2627 
18.38 72.8107 27.1893 277.905 13.4798 8.61474 279.989 11.7496 8.26187 
18.39 72.8011 27.1989 277.903 13.4822 8.61522 279.989 11.7503 8.26104 
18.4 72.7916 27.2084 277.9 13.4846 8.61571 279.989 11.7509 8.26021 
18.41 72.7821 27.2179 277.897 13.487 8.61619 279.989 11.7516 8.25938 
18.42 72.7725 27.2275 277.894 13.4894 8.61668 279.989 11.7523 8.25855 
18.43 72.763 27.237 277.891 13.4919 8.61716 279.989 11.753 8.25773 
18.44 72.7535 27.2465 277.888 13.4943 8.61765 279.989 11.7536 8.2569 
18.45 72.744 27.256 277.885 13.4967 8.61814 279.99 11.7543 8.25607 
18.46 72.7344 27.2656 277.882 13.4991 8.61863 279.99 11.755 8.25524 
18.47 72.7249 27.2751 277.879 13.5016 8.61913 279.99 11.7557 8.25441 
18.48 72.7154 27.2846 277.876 13.504 8.61962 279.99 11.7564 8.25358 
18.49 72.7058 27.2942 277.873 13.5064 8.62011 279.99 11.757 8.25276 
18.5 72.6963 27.3037 277.871 13.5088 8.62061 279.99 11.7577 8.25193 
18.51 72.6868 27.3132 277.868 13.5113 8.62111 279.991 11.7584 8.2511 
18.52 72.6772 27.3228 277.865 13.5137 8.62161 279.991 11.7591 8.25027 
18.53 72.6677 27.3323 277.862 13.5161 8.62211 279.991 11.7597 8.24945 
18.54 72.6582 27.3418 277.859 13.5185 8.62261 279.991 11.7604 8.24862 
18.55 72.6486 27.3514 277.856 13.521 8.62311 279.991 11.7611 8.24779 
18.56 72.6391 27.3609 277.853 13.5234 8.62362 279.991 11.7618 8.24697 
18.57 72.6296 27.3704 277.85 13.5258 8.62412 279.991 11.7624 8.24614 
18.58 72.62 27.38 277.847 13.5282 8.62463 279.992 11.7631 8.24531 
18.59 72.6105 27.3895 277.844 13.5307 8.62514 279.992 11.7638 8.24449 
18.6 72.601 27.399 277.841 13.5331 8.62565 279.992 11.7645 8.24366 
18.61 72.5914 27.4086 277.838 13.5355 8.62616 279.992 11.7651 8.24284 
18.62 72.5819 27.4181 277.835 13.538 8.62667 279.992 11.7658 8.24201 
18.63 72.5724 27.4276 277.832 13.5404 8.62719 279.992 11.7665 8.24119 
18.64 72.5628 27.4372 277.829 13.5428 8.6277 279.992 11.7672 8.24036 
18.65 72.5533 27.4467 277.827 13.5453 8.62822 279.993 11.7678 8.23954 
18.66 72.5438 27.4562 277.824 13.5477 8.62874 279.993 11.7685 8.23871 
18.67 72.5342 27.4658 277.821 13.5501 8.62926 279.993 11.7692 8.23789 
18.68 72.5247 27.4753 277.818 13.5526 8.62978 279.993 11.7698 8.23707 
18.69 72.5152 27.4848 277.815 13.555 8.6303 279.993 11.7705 8.23624 
18.7 72.5056 27.4944 277.812 13.5574 8.63082 279.993 11.7712 8.23542 
18.71 72.4961 27.5039 277.809 13.5599 8.63135 279.994 11.7719 8.2346 
18.72 72.4866 27.5134 277.806 13.5623 8.63187 279.994 11.7725 8.23377 
18.73 72.477 27.523 277.803 13.5648 8.6324 279.994 11.7732 8.23295 
18.74 72.4675 27.5325 277.8 13.5672 8.63293 279.994 11.7739 8.23213 
18.75 72.4579 27.5421 277.797 13.5696 8.63346 279.994 11.7746 8.2313 
18.76 72.4484 27.5516 277.794 13.5721 8.63399 279.994 11.7752 8.23048 
18.77 72.4389 27.5611 277.791 13.5745 8.63452 279.994 11.7759 8.22966 
18.78 72.4293 27.5707 277.788 13.577 8.63506 279.995 11.7766 8.22884 
18.79 72.4198 27.5802 277.785 13.5794 8.63559 279.995 11.7772 8.22802 
18.8 72.4103 27.5897 277.782 13.5818 8.63613 279.995 11.7779 8.22719 
18.81 72.4007 27.5993 277.779 13.5843 8.63667 279.995 11.7786 8.22637 
18.82 72.3912 27.6088 277.776 13.5867 8.63721 279.995 11.7793 8.22555 
18.83 72.3816 27.6184 277.773 13.5892 8.63775 279.995 11.7799 8.22473 
18.84 72.3721 27.6279 277.77 13.5916 8.63829 279.995 11.7806 8.22391 
18.85 72.3626 27.6374 277.767 13.5941 8.63883 279.996 11.7813 8.22309 
18.86 72.353 27.647 277.764 13.5965 8.63938 279.996 11.7819 8.22227 
18.87 72.3435 27.6565 277.761 13.599 8.63992 279.996 11.7826 8.22145 
18.88 72.3339 27.6661 277.758 13.6014 8.64047 279.996 11.7833 8.22063 
18.89 72.3244 27.6756 277.755 13.6039 8.64102 279.996 11.784 8.21981 
18.9 72.3149 27.6851 277.752 13.6063 8.64157 279.996 11.7846 8.21899 
18.91 72.3053 27.6947 277.749 13.6088 8.64212 279.997 11.7853 8.21817 
18.92 72.2958 27.7042 277.746 13.6112 8.64267 279.997 11.786 8.21735 
18.93 72.2862 27.7138 277.743 13.6137 8.64323 279.997 11.7866 8.21653 
18.94 72.2767 27.7233 277.74 13.6161 8.64378 279.997 11.7873 8.21572 
18.95 72.2672 27.7328 277.737 13.6186 8.64434 279.997 11.788 8.2149 
18.96 72.2576 27.7424 277.734 13.621 8.6449 279.997 11.7886 8.21408 
18.97 72.2481 27.7519 277.731 13.6235 8.64545 279.997 11.7893 8.21326 
18.98 72.2385 27.7615 277.728 13.6259 8.64602 279.998 11.79 8.21244 
18.99 72.229 27.771 277.725 13.6284 8.64658 279.998 11.7906 8.21163 
